"V1","V2"
"القيامه","negative"
"الكابه","negative"
"الكادحه","negative"
"الكاذبه","negative"
"الكاذبين","negative"
"الكارثه","negative"
"الكارثي","negative"
"الكافرين","negative"
"الكذابه","negative"
"الكذابين","negative"
"الكذب","negative"
"الكذبه","negative"
"الكسل","negative"
"الكسلان","negative"
"الكفره","negative"
"الكلاب","negative"
"الكلب","negative"
"الكهنه","negative"
"الكوارث","negative"
"اللئيمه","negative"
"اللحج","negative"
"اللصوص","negative"
"اللعب","negative"
"اللعنه","negative"
"اللقافه","negative"
"المؤسف","negative"
"الماحي","negative"
"الماساه","negative"
"الماساوي","negative"
"المايع","negative"
"المتبجحه","negative"
"المتحكم","negative"
"المتخلف","negative"
"المتذمره","negative"
"المتذمرين","negative"
"المتسببين","negative"
"المتشائمين","negative"
"المتضرر","negative"
"المتضررين","negative"
"المتظرر","negative"
"المتعصب","negative"
"المتكدسين","negative"
"المجاملات","negative"
"المجاهره",""
"المجحف","negative"
"المجهول","negative"
"المجون","negative"
"المحرم","negative"
"المحرمات","negative"
"المحرمه","negative"
"المحن","negative"
"المخاطر","negative"
"المخالفات","negative"
"المخجل","negative"
"المخدرات","negative"
"المخربين","negative"
"المخيس","negative"
"المخيسه","negative"
"المخيف","negative"
"المرجفين","negative"
"المرض","negative"
"المرير","negative"
"المريضه","negative"
"المزيف","negative"
"المزيفه","negative"
"المساكين","negative"
"المستشرف","negative"
"المستشرفين","negative"
"المستضعفين","negative"
"المستعبد","negative"
"المستغرب","negative"
"المستغلين","negative"
"المستهتر","negative"
"المستهتره","negative"
"المسحوق","negative"
"المسعوره","negative"
"المسكين","negative"
"المشاجرات","negative"
"المشافيح","negative"
"المشاكل","negative"
"المشفوحات","negative"
"المشكله","negative"
"المشين","negative"
"المصخره","negative"
"المصديه","negative"
"المصيبه","negative"
"المضلل","negative"
"المطبلي","negative"
"المطبلين","negative"
"المظاهر","negative"
"المعادين","negative"
"المعارك","negative"
"المعاصي","negative"
"المعاناه","negative"
"المعتوهين","negative"
"المعصيه","negative"
"المعفن","negative"
"المعفنات","negative"
"المعفنه","negative"
"المعقد","negative"
"المعيب","negative"
"المغبون","negative"
"المغتصب","negative"
"المغرضين","negative"
"المغلوب","negative"
"المفاسد","negative"
"المفتري","negative"
"المفسدون","negative"
"المفسدين","negative"
"المقالب","negative"
"المقحبه","negative"
"المقصر","negative"
"المقصرين","negative"
"المكذوب","negative"
"المكروبين","negative"
"المكروف","negative"
"الملعون","negative"
"الملهاه","negative"
"الملهيات","negative"
"المميت","negative"
"المنافق","negative"
"المنافقون","negative"
"المنافقين","negative"
"المنتقدين","negative"
"المنحل","negative"
"المنحله","negative"
"المنحوسين","negative"
"المنكر","negative"
"المنكرات","negative"
"المهايط","negative"
"المهبل","negative"
"المهروسه","negative"
"المهزله","negative"
"المهزوم","negative"
"المهمومين","negative"
"الموبقات","negative"
"الموت","negative"
"الميت","negative"
"النابحات","negative"
"النابحين","negative"
"الناعق","negative"
"الناهبين","negative"
"النباح","negative"
"النجس","negative"
"النجسه","negative"
"النحس","negative"
"النذاله","negative"
"النصب","negative"
"النفي","negative"
"النكبات","negative"
"النكبه","negative"
"النكرات","negative"
"النهب","negative"
"النهش","negative"
"الهابطه","negative"
"الهاويه","negative"
"الهايفه","negative"
"الهجوم","negative"
"الهدامه","negative"
"الهدر","negative"
"الهرج","negative"
"الهروب","negative"
"الهزيمه","negative"
"الهما","negative"
"الهمج","negative"
"الهمجي","negative"
"الهمجيه","negative"
"الهياط","negative"
"الوبا","negative"
"الوسخ","negative"
"الوصخه","negative"
"الوضيع","negative"
"الوهمي","negative"
"الياس","negative"
"اليم","negative"
"امحق","negative"
"امرضتونا","negative"
"اموت","negative"
"اميتوا","negative"
"انتحال","negative"
"انتحر","negative"
"انتقد","negative"
"انتكاسه","negative"
"انتهاك","negative"
"انتهت","negative"
"انثبر","negative"
"انثبرو","negative"
"انثبروا","negative"
"انجاس","negative"
"انجس","negative"
"انحطاط","negative"
"انخفاض","negative"
"انخقنا","negative"
"انخمد","negative"
"انخنقنا","negative"
"اندفاعي","negative"
"انذار","negative"
"انذل","negative"
"انسوا","negative"
"انسى","negative"
"انطقوا","negative"
"انطم","negative"
"انعدام","negative"
"انعدمت","negative"
"انفثي","negative"
"انقلع","negative"
"انقلعو","negative"
"انقلعوا","negative"
"انقهر","negative"
"انكار","negative"
"اه","negative"
"اهانتها","negative"
"اهب","negative"
"اهبوا","negative"
"اهدار","negative"
"اهربوا","negative"
"اهمال","negative"
"اهمالهم","negative"
"اهين","negative"
"تتعرى","negative"
"اوصيا","negative"
"اوكار","negative"
"بؤسا","negative"
"بئس","negative"
"بائس","negative"
"بائسه","negative"
"بايخه","negative"
"بارات","negative"
"بارد","negative"
"باطل","negative"
"باعت","negative"
"بايخ","negative"
"تجريم","negative"
"تفاهات","negative"
"تندمون","negative"
"جهل","negative"
"خسر","negative"
"خطر","negative"
"بخيل","negative"
"بدعا","negative"
"بربسه","negative"
"رفض","negative"
"رفع","negative"
"برمائيات","negative"
"برمائيه","negative"
"برمائيين","negative"
"بزران","negative"
"بزرنجي","negative"
"سطحيه","negative"
"بشاعه","negative"
"بشع","negative"
"بشعا","negative"
"بصق","negative"
"بطاريق","negative"
"بطلوا","negative"
"بطلوها","negative"
"بطيئه","negative"
"بغيضكم","negative"
"بغيظكم","negative"
"بفجر","negative"
"بقر","negative"
"بكائيات","negative"
"بكفره","negative"
"بلاغات","negative"
"بلاوي","negative"
"بلبله","negative"
"بلها","negative"
"بليتي","negative"
"بليد","negative"
"بليدين","negative"
"متبرجه","negative"
"بنزع","negative"
"نغرق","negative"
"نموت","negative"
"بهائم","negative"
"بياخه","negative"
"يخافون","negative"
"يخربون","negative"
"يدبلون","negative"
"يرتفع","negative"
"يرفع","negative"
"يرفعون","negative"
"يستغلون","negative"
"يغرق","negative"
"يفسد","negative"
"تاجج","negative"
"تاجيج","negative"
"تافه","negative"
"تافهه","negative"
"تافهين","negative"
"تاليب","negative"
"تبا","negative"
"تباد","negative"
"تبالكم","negative"
"تبرج","negative"
"تبرجت","negative"
"تبرى","negative"
"تبطون","negative"
"تبطي","negative"
"تبكي","negative"
"تبن","negative"
"تبون","negative"
"تتاجر","negative"
"تتاخرون","negative"
"تتجاهل","negative"
"تتحطم","negative"
"تتحقق","negative"
"تتحلطم","negative"
"تتخبط","negative"
"تتسرب","negative"
"تتشرد","negative"
"تتعالجون","negative"
"تتعب","negative"
"تتفاقم","negative"
"تتفلسفون","negative"
"تتكالب","negative"
"تتهاوشون","negative"
"تجاهر","negative"
"تجاهلنا","negative"
"تجاوزت","negative"
"تجتاح","negative"
"تجر","negative"
"تجردت","negative"
"تجرف","negative"
"تجلط","negative"
"تجلطوهم","negative"
"تجنب","negative"
"تحارب","negative"
"تحاربوا","negative"
"تحاصر","negative"
"تحالفوا","negative"
"تحايل","negative"
"تحترق","negative"
"تحذر","negative"
"تحذير","negative"
"تحذيرات","negative"
"تحرق","negative"
"تحرقوا","negative"
"تحزبه","negative"
"تحزن","negative"
"تحشرون","negative"
"تحقير","negative"
"تحيز","negative"
"تخاطر","negative"
"تخالف","negative"
"تخبط","negative"
"تخبطات","negative"
"تخبيص","negative"
"تختفي","negative"
"تخدعكم","negative"
"تخرب","negative"
"تخرج","negative"
"تخسون","negative"
"تخسى","negative"
"تخسي","negative"
"تخسين","negative"
"تخفس","negative"
"تخلف","negative"
"تخلفنا","negative"
"تخلفها","negative"
"تخوف","negative"
"تدعسون","negative"
"تدلعوا","negative"
"تدلعونهم","negative"
"تدليس","negative"
"تدمر","negative"
"تدمير","negative"
"تدنسون","negative"
"تدنسوها","negative"
"تدهور","negative"
"تذمر","negative"
"تراب","negative"
"تراجع","negative"
"ترزز","negative"
"ترفا","negative"
"ترفض","negative"
"ترك","negative"
"تركوا","negative"
"ترهات","negative"
"تروع","negative"
"تزيل","negative"
"تسئ","negative"
"تسب","negative"
"تستاهل","negative"
"تستحق","negative"
"تستغل","negative"
"تستفز","negative"
"تستلعن","negative"
"تسذب","negative"
"تسذوبين","negative"
"تسرب","negative"
"تسكر","negative"
"تسليك","negative"
"تسليكاتها","negative"
"تسليكيه","negative"
"تشبع","negative"
"تشتموا","negative"
"تشحذونها","negative"
"تشمتكم","negative"
"تشمون","negative"
"تشمونها","negative"
"تشويه","negative"
"تصرف","negative"
"تضجروا","negative"
"تضحكوا","negative"
"تضر","negative"
"تضرر","negative"
"تضررت","negative"
"تضطر","negative"
"تضيق","negative"
"تطبل","negative"
"تطبيل","negative"
"تطرف","negative"
"تطقطقون","negative"
"تطيح","negative"
"تعاقب","negative"
"تعب","negative"
"تعبانين","negative"
"تعبت","negative"
"تعبتو","negative"
"تعبتوا","negative"
"تعبثون","negative"
"تعبنا","negative"
"تعذيب","negative"
"تعري","negative"
"تعريه","negative"
"تعصف","negative"
"تعصون","negative"
"تعصي","negative"
"تعطل","negative"
"تعطلت","negative"
"تعقب","negative"
"تعقبين","negative"
"تعلفه","negative"
"تعيس","negative"
"تغرق","negative"
"تغزل","negative"
"تغضب","negative"
"تغطى","negative"
"تغلق","negative"
"تف","negative"
"تفاهاتكم","negative"
"تفاهه","negative"
"تفجع","negative"
"تفجعني","negative"
"تفجير","negative"
"تفجيرات","negative"
"تفركشت","negative"
"تفسخت","negative"
"تفسخي","negative"
"تفسد","negative"
"تفشل","negative"
"تفشلونا","negative"
"تفصيخ","negative"
"تفضحون","negative"
"تفكرون","negative"
"تفككت","negative"
"تفله","negative"
"تفو","negative"
"تقاتل","negative"
"تقاضي","negative"
"تقتحم","negative"
"تقتل","negative"
"تقذفها","negative"
"تقلبات","negative"
"تقلص","negative"
"تقليد","negative"
"تكبرون","negative"
"تكدست","negative"
"تكذب","negative"
"تكره","negative"
"تكسر","negative"
"تكسرت","negative"
"تكفر","negative"
"تلاعب","negative"
"تلايطو","negative"
"تلخبط","negative"
"تلخبطات","negative"
"تلعبون","negative"
"تلميع","negative"
"تلهفون","negative"
"تلوث","negative"
"تماسيح","negative"
"تمزيق","negative"
"تمييع","negative"
"تناقض","negative"
"تناهق","negative"
"تنبح","negative"
"تنبحون","negative"
"تنتحر","negative"
"تنتظر","negative"
"تنتيف","negative"
"تندم","negative"
"تنزع","negative"
"تنزف","negative"
"تنزلون","negative"
"تنكر","negative"
"تنهار","negative"
"تنهب","negative"
"تنهق","negative"
"تهبون","negative"
"تهجير","negative"
"تهددوها","negative"
"تهديد","negative"
"تهور","negative"
"توشك","negative"
"جاهلات","negative"
"جاهلي","negative"
"جثتين","negative"
"جثه","negative"
"جحدوك","negative"
"جحفلونا","negative"
"جحلونا","negative"
"جحيم","negative"
"جدال","negative"
"جدل","negative"
"جراثيم","negative"
"جراح","negative"
"جرفه","negative"
"جريمه","negative"
"جشع","negative"
"جشعا","negative"
"جلطه","negative"
"جن","negative"
"جننونا","negative"
"جنونكم","negative"
"جنونهم","negative"
"جهنم","negative"
"جواسيس","negative"
"حاجه","negative"
"حادث","negative"
"حازمه","negative"
"حاسدينا","negative"
"حاشرين","negative"
"حاقد","negative"
"حتدفع","negative"
"حتدفعوا","negative"
"حثاله","negative"
"حذفت","negative"
"حرام","negative"
"حراميته","negative"
"حراميه","negative"
"حرب","negative"
"حرج","negative"
"حرمان","negative"
"حرماننا","negative"
"حرمتها","negative"
"حرمتهم","negative"
"حرمه","negative"
"حروبكم","negative"
"حريقه","negative"
"حزنت","negative"
"حزينه","negative"
"حسافه","negative"
"حسبنا","negative"
"حسبي","negative"
"حسبيهم","negative"
"حسد","negative"
"حسدكم","negative"
"حسرتي","negative"
"حسره","negative"
"حسو","negative"
"حسوده","negative"
"حسوفه","negative"
"حقد","negative"
"حمار","negative"
"حماقه","negative"
"حمير","negative"
"حنكفر","negative"
"حوادث","negative"
"حوبتكم","negative"
"حوبه","negative"
"حيره","negative"
"حيطفرو","negative"
"خاب","negative"
"خادش","negative"
"خادشه","negative"
"خاطئ","negative"
"خاطئا","negative"
"خاطى","negative"
"خافو","negative"
"خافوا","negative"
"خاقين","negative"
"خالفت","negative"
"خان","negative"
"خاويه","negative"
"خايب","negative"
"خايسه","negative"
"خايفين","negative"
"خاين","negative"
"خبتم","negative"
"خبث","negative"
"خبلان","negative"
"خبيث","negative"
"خبيثه","negative"
"ختفو","negative"
"خدع","negative"
"خدعه","negative"
"خدعوها","negative"
"خذلان","negative"
"خذلانكم","negative"
"خراب","negative"
"خرابي","negative"
"خراف","negative"
"خربانه","negative"
"خربت","negative"
"خربتوا","negative"
"خربتوها","negative"
"خربنا","negative"
"خرطي","negative"
"خرفان","negative"
"خرفانها","negative"
"خزعبلات","negative"
"خسئ","negative"
"خسئتم","negative"
"خسائر","negative"
"خساره","negative"
"خساير","negative"
"خسران","negative"
"خسرنا","negative"
"خسرناها","negative"
"خسيس","negative"
"خطا","negative"
"خطره","negative"
"خطوات","negative"
"خطوره","negative"
"خطير","negative"
"خفس","negative"
"خلكم","negative"
"خلل","negative"
"خلو","negative"
"خمارات","negative"
"خمبقوا","negative"
"خمر","negative"
"خوف","negative"
"خوفا","negative"
"خويش","negative"
"خياس","negative"
"خيب","negative"
"داجين","negative"
"داعش","negative"
"داعشيا","negative"
"داعشيته","negative"
"دبرونا","negative"
"دشير","negative"
"دعاره","negative"
"دلع","negative"
"دلوع","negative"
"دلوعكم","negative"
"دلوعين","negative"
"دما","negative"
"دمار","negative"
"دمارك","negative"
"دمر","negative"
"دمران","negative"
"دمروا","negative"
"دنيئه","negative"
"دنيوي","negative"
"دواعي","negative"
"ديوث","negative"
"ديون","negative"
"ذلنا","negative"
"ذنب","negative"
"ذنبنا","negative"
"ذنبها","negative"
"ذنوب","negative"
"ذنوبكم","negative"
"ذنوبنا","negative"
"ذنوبهم","negative"
"راح","negative"
"راحت","negative"
"رادع","negative"
"راسبين","negative"
"راعوا","negative"
"رافضيين","negative"
"رجعي","negative"
"رجعيه","negative"
"رحمتكم","negative"
"رخيصه","negative"
"ردى","negative"
"رذيله","negative"
"رفاهيه","negative"
"رهبه","negative"
"ريحونا","negative"
"زانيه","negative"
"زبايل","negative"
"زحام","negative"
"زحف","negative"
"زحمه","negative"
"تعبانه","negative"
"زرف","negative"
"زعزعه","negative"
"زعلانين","negative"
"زعلتم","negative"
"زفت","negative"
"زق","negative"
"زلازل","negative"
"زلايب","negative"
"زله","negative"
"زنا","negative"
"زودتوا","negative"
"زودتوها","negative"
"سؤ","negative"
"ساخر","negative"
"ساخن","negative"
"ساذج","negative"
"سافره","negative"
"سافل","negative"
"سافلات","negative"
"سافله","negative"
"سافهه","negative"
"ساقط","negative"
"ساقطه","negative"
"سامجه","negative"
"سبات","negative"
"سبايك","negative"
"مشاكل","negative"
"سبهلله","negative"
"ستتوسلون","negative"
"ستحاسب","negative"
"ستختنق","negative"
"ستخنق","negative"
"سترك","negative"
"ستندم","negative"
"ستنكر","negative"
"ستهلك","negative"
"سحب","negative"
"سخافات","negative"
"سخافه","negative"
"سخريه","negative"
"سخطوا","negative"
"سخف","negative"
"سخيف","negative"
"سخيفه","negative"
"سذاجتهم","negative"
"سذاجه","negative"
"سذج","negative"
"سربوت","negative"
"سرق","negative"
"سرقات","negative"
"سرقت","negative"
"سرقته","negative"
"سرقنا","negative"
"سرقه","negative"
"سرقوا","negative"
"سرقوك","negative"
"سرقوها","negative"
"سطحي","negative"
"سفاسف","negative"
"سفلوا","negative"
"سفه","negative"
"سفها","negative"
"سفههم","negative"
"سفور","negative"
"سفيه","negative"
"سقط","negative"
"سقها","negative"
"سقيمه","negative"
"سلامات","negative"
"سلبا","negative"
"سلبيات","negative"
"سلبياتها","negative"
"سلبيه","negative"
"سلط","negative"
"سلعه","negative"
"سلق","negative"
"سلول","negative"
"سلوليه","negative"
"سماجه","negative"
"سمجت","negative"
"سمجتوها","negative"
"سمكه","negative"
"سننكرها","negative"
"سوء","negative"
"سوا","negative"
"سيء","negative"
"سيئه","negative"
"سيا","negative"
"سيبكي","negative"
"سيحسب","negative"
"سيرتفع","negative"
"سيرفع","negative"
"سيرفعون","negative"
"سيزعج","negative"
"سيستغله","negative"
"سيستغلون","negative"
"سيندم","negative"
"شائعات","negative"
"شائكه","negative"
"شاذ","negative"
"شاهت","negative"
"شحات","negative"
"شذوذ","negative"
"شر","negative"
"شرسه","negative"
"شرك","negative"
"شره","negative"
"شرها","negative"
"شرهم","negative"
"شفاحه","negative"
"شقا","negative"
"شوشره","negative"
"شوكه","negative"
"شوهتكم","negative"
"شيطانيه","negative"
"شين","negative"
"شينه","negative"
"شينها","negative"
"صاجين","negative"
"صاعقه","negative"
"صافرات","negative"
"صال","negative"
"صجه","negative"
"صجيتونا","negative"
"صدع","negative"
"صدعتوا","negative"
"صدمنا","negative"
"صدمني","negative"
"صدمه","negative"
"صراع","negative"
"صعب","negative"
"صعبه","negative"
"صفارات","negative"
"صفعه","negative"
"صفقوني","negative"
"صلب","negative"
"صلبيه","negative"
"صهيون","negative"
"صهيوني","negative"
"ضاع","negative"
"ضاعت","negative"
"ضاعوا","negative"
"ضاقت","negative"
"ضال","negative"
"ضايعه","negative"
"ضايعين","negative"
"ضايق","negative"
"ضبان","negative"
"ضجه","negative"
"ضحاله","negative"
"ضحايا","negative"
"ضحيتها","negative"
"ضحيه","negative"
"ضد","negative"
"ضدنا","negative"
"ضده","negative"
"ضدها","negative"
"ضرب","negative"
"ضربته","negative"
"ضربتين","negative"
"ضربه","negative"
"ضرر","negative"
"ضررا","negative"
"ضررها","negative"
"ضعف","negative"
"ضعفين","negative"
"ضعنا","negative"
"ضعيف","negative"
"ضعيفه","negative"
"ضغط","negative"
"ضفادع","negative"
"ضلاله","negative"
"ضوضا","negative"
"ضياع","negative"
"ضياعا","negative"
"ضيع","negative"
"ضيعت","negative"
"ضيقه","negative"
"ضيقوا","negative"
"ضيم","negative"
"طاحت","negative"
"طارت","negative"
"طاعون","negative"
"طالت","negative"
"طامه","negative"
"طبل","negative"
"طحالب","negative"
"طرد","negative"
"طرش","negative"
"طروش","negative"
"طز","negative"
"طس","negative"
"طعنه","negative"
"طفران","negative"
"طفرت","negative"
"طفشت","negative"
"طفشنا","negative"
"طقطقه","negative"
"طلم","negative"
"طمع","negative"
"طمعا","negative"
"طواريا","negative"
"طولت","negative"
"طولتوه","negative"
"طولوها","negative"
"طيروه","negative"
"ظالم","negative"
"ظلم","negative"
"ظلمكم","negative"
"عاجزون","negative"
"عار","negative"
"عاره","negative"
"عاريات","negative"
"عاريه","negative"
"عاصي","negative"
"عاطلون","negative"
"عالج","negative"
"عالريحه","negative"
"عالزق","negative"
"عالعاهرات","negative"
"عاله","negative"
"عانينا","negative"
"عاهات","negative"
"عاهره","negative"
"عاهرها","negative"
"عبث","negative"
"عبثي","negative"
"عبده","negative"
"عجبا","negative"
"عجبي","negative"
"عجز","negative"
"عجزت","negative"
"عجيب","negative"
"عجيبه","negative"
"عذرا","negative"
"عراه","negative"
"عرقانه","negative"
"عزا","negative"
"عزائنا","negative"
"عزاكم","negative"
"عزانا","negative"
